inventory_id,store_id,product_id,current_stock,warehouse_stock,reorder_level,last_updated
I00832,S039,P0248,57,652,42,2026-07-07T17:17:32.613340
I00833,S044,P0266,372,1410,30,2026-07-07T17:17:32.613340
I00834,S002,P0076,210,1853,86,2026-07-07T17:17:32.613340
I00835,S015,P0338,72,831,81,2026-07-07T17:17:32.613340
I00836,S032,P0016,125,1282,68,2026-07-07T17:17:32.613340
I00837,S048,P0357,498,982,34,2026-07-07T17:17:32.613340
I00838,S024,P0106,381,282,97,2026-07-07T17:17:32.613340
I00839,S013,P0472,488,873,94,2026-07-07T17:17:32.613340
I00840,S041,P0056,494,660,55,2026-07-07T17:17:32.613340
I00841,S041,P0348,278,1941,58,2026-07-07T17:17:32.613340
I00842,S029,P0491,448,1179,97,2026-07-07T17:17:32.613340
I00843,S012,P0136,466,1490,76,2026-07-07T17:17:32.613340
I00844,S023,P0455,169,900,64,2026-07-07T17:17:32.613340
I00845,S038,P0214,483,665,96,2026-07-07T17:17:32.613340
I00846,S020,P0098,21,1286,45,2026-07-07T17:17:32.613340
I00847,S034,P0360,175,1808,69,2026-07-07T17:17:32.613340
I00848,S040,P0063,221,1728,52,2026-07-07T17:17:32.613340
I00849,S030,P0291,495,1723,66,2026-07-07T17:17:32.613340
I00850,S023,P0148,56,117,63,2026-07-07T17:17:32.613340
I00851,S032,P0475,350,401,25,2026-07-07T17:17:32.613340
I00852,S030,P0349,76,1171,44,2026-07-07T17:17:32.613340
I00853,S019,P0320,285,1460,76,2026-07-07T17:17:32.613340
I00854,S011,P0156,249,690,73,2026-07-07T17:17:32.613340
I00855,S005,P0410,150,131,98,2026-07-07T17:17:32.613340
I00856,S030,P0021,111,679,48,2026-07-07T17:17:32.613340
I00857,S038,P0064,27,1100,62,2026-07-07T17:17:32.613340
I00858,S020,P0003,220,821,90,2026-07-07T17:17:32.613340
I00859,S043,P0428,0,202,21,2026-07-07T17:17:32.613340
I00860,S017,P0071,179,1899,24,2026-07-07T17:17:32.613340
I00861,S019,P0403,439,1128,35,2026-07-07T17:17:32.613340
I00862,S043,P0491,393,1248,97,2026-07-07T17:17:32.613340
I00863,S010,P0489,44,1560,28,2026-07-07T17:17:32.613340
I00864,S018,P0074,375,502,44,2026-07-07T17:17:32.613340
I00865,S028,P0300,470,265,60,2026-07-07T17:17:32.613340
I00866,S019,P0113,16,1069,80,2026-07-07T17:17:32.613340
I00867,S023,P0128,415,1489,63,2026-07-07T17:17:32.613340
I00868,S041,P0198,216,917,41,2026-07-07T17:17:32.613340
I00869,S007,P0458,133,1984,20,2026-07-07T17:17:32.613340
I00870,S020,P0306,159,454,41,2026-07-07T17:17:32.613340
I00871,S037,P0224,347,1893,40,2026-07-07T17:17:32.613340
I00872,S021,P0412,296,385,50,2026-07-07T17:17:32.613340
I00873,S044,P0394,102,612,91,2026-07-07T17:17:32.613340
I00874,S009,P0214,283,508,96,2026-07-07T17:17:32.613340
I00875,S020,P0157,43,708,25,2026-07-07T17:17:32.613340
I00876,S037,P0475,321,1044,25,2026-07-07T17:17:32.613340
I00877,S035,P0094,192,1702,34,2026-07-07T17:17:32.613340
I00878,S028,P0050,70,1178,51,2026-07-07T17:17:32.613340
I00879,S029,P0356,160,1131,74,2026-07-07T17:17:32.613340
I00880,S044,P0365,183,1059,82,2026-07-07T17:17:32.613340
I00881,S023,P0219,238,961,58,2026-07-07T17:17:32.613340
I00882,S027,P0237,14,1968,58,2026-07-07T17:17:32.613340
I00883,S036,P0014,490,1670,45,2026-07-07T17:17:32.613340
I00884,S027,P0046,386,387,26,2026-07-07T17:17:32.613340
I00885,S040,P0465,154,1711,41,2026-07-07T17:17:32.613340
I00886,S016,P0298,262,864,61,2026-07-07T17:17:32.613340
I00887,S009,P0318,278,1943,66,2026-07-07T17:17:32.613340
I00888,S037,P0450,150,209,36,2026-07-07T17:17:32.613340
I00889,S049,P0433,201,357,97,2026-07-07T17:17:32.613340
I00890,S026,P0344,3,1047,63,2026-07-07T17:17:32.613340
I00891,S049,P0448,265,1042,99,2026-07-07T17:17:32.613340
I00892,S004,P0044,28,653,69,2026-07-07T17:17:32.613340
I00893,S042,P0055,170,1317,28,2026-07-07T17:17:32.613340
I00894,S007,P0421,148,1258,91,2026-07-07T17:17:32.613340
I00895,S031,P0354,169,1870,83,2026-07-07T17:17:32.613340
I00896,S004,P0063,379,1297,52,2026-07-07T17:17:32.613340
I00897,S044,P0262,378,1568,84,2026-07-07T17:17:32.613340
I00898,S004,P0360,104,1157,69,2026-07-07T17:17:32.613340
I00899,S010,P0288,379,1114,69,2026-07-07T17:17:32.613340
I00900,S009,P0115,458,1483,100,2026-07-07T17:17:32.613340
I00901,S041,P0437,79,716,83,2026-07-07T17:17:32.613340
I00902,S041,P0160,368,113,50,2026-07-07T17:17:32.613340
I00903,S032,P0320,352,511,76,2026-07-07T17:17:32.613340
I00904,S008,P0035,0,413,68,2026-07-07T17:17:32.613340
I00905,S039,P0451,61,1164,43,2026-07-07T17:17:32.613340
I00906,S007,P0127,104,312,70,2026-07-07T17:17:32.613340
I00907,S031,P0013,426,1135,22,2026-07-07T17:17:32.613340
I00908,S029,P0201,28,1996,93,2026-07-07T17:17:32.613340
I00909,S008,P0154,207,1090,61,2026-07-07T17:17:32.613340
I00910,S012,P0420,120,1823,92,2026-07-07T17:17:32.613340
I00911,S035,P0134,420,1354,55,2026-07-07T17:17:32.613340
I00912,S044,P0225,439,1447,57,2026-07-07T17:17:32.613340
I00913,S040,P0064,221,399,62,2026-07-07T17:17:32.613340
I00914,S041,P0012,94,390,86,2026-07-07T17:17:32.613340
I00915,S048,P0337,123,449,39,2026-07-07T17:17:32.613340
I00916,S033,P0380,358,1219,45,2026-07-07T17:17:32.613340
I00917,S013,P0244,245,693,60,2026-07-07T17:17:32.613340
I00918,S019,P0342,51,1305,79,2026-07-07T17:17:32.613340
I00919,S032,P0189,341,663,48,2026-07-07T17:17:32.613340
I00920,S026,P0198,357,1738,41,2026-07-07T17:17:32.613340
I00921,S007,P0238,213,1766,43,2026-07-07T17:17:32.613340
I00922,S028,P0076,14,680,86,2026-07-07T17:17:32.613340
I00923,S030,P0062,288,897,62,2026-07-07T17:17:32.613340
I00924,S001,P0298,155,169,61,2026-07-07T17:17:32.613340
I00925,S042,P0334,457,1445,32,2026-07-07T17:17:32.613340
I00926,S040,P0228,21,1959,86,2026-07-07T17:17:32.613340
I00927,S023,P0493,71,1058,21,2026-07-07T17:17:32.613340
I00928,S047,P0235,141,118,34,2026-07-07T17:17:32.613340
I00929,S011,P0184,256,1852,54,2026-07-07T17:17:32.613340
I00930,S033,P0108,178,1948,50,2026-07-07T17:17:32.613340
I00931,S046,P0269,199,1150,32,2026-07-07T17:17:32.613340
I00932,S005,P0090,335,410,33,2026-07-07T17:17:32.613340
I00933,S023,P0336,368,1253,75,2026-07-07T17:17:32.613340
I00934,S022,P0236,366,1858,24,2026-07-07T17:17:32.613340
I00935,S009,P0143,401,1661,58,2026-07-07T17:17:32.613340
I00936,S043,P0156,472,906,73,2026-07-07T17:17:32.613340
I00937,S005,P0470,429,1421,85,2026-07-07T17:17:32.613340
I00938,S031,P0193,492,1066,33,2026-07-07T17:17:32.613340
I00939,S039,P0338,92,1279,81,2026-07-07T17:17:32.613340
I00940,S046,P0475,259,1688,25,2026-07-07T17:17:32.613340
I00941,S043,P0270,132,365,41,2026-07-07T17:17:32.613340
I00942,S045,P0166,301,1289,42,2026-07-07T17:17:32.613340
I00943,S023,P0300,316,1799,60,2026-07-07T17:17:32.613340
I00944,S026,P0035,23,160,68,2026-07-07T17:17:32.613340
I00945,S047,P0082,118,297,98,2026-07-07T17:17:32.613340
I00946,S043,P0055,255,1491,28,2026-07-07T17:17:32.613340
I00947,S031,P0166,389,574,42,2026-07-07T17:17:32.613340
I00948,S050,P0414,469,1600,72,2026-07-07T17:17:32.613340
I00949,S016,P0054,460,1903,94,2026-07-07T17:17:32.613340
I00950,S012,P0373,456,886,37,2026-07-07T17:17:32.613340
I00951,S049,P0499,215,1989,58,2026-07-07T17:17:32.613340
I00952,S005,P0032,313,612,24,2026-07-07T17:17:32.613340
I00953,S008,P0020,433,1635,55,2026-07-07T17:17:32.613340
I00954,S005,P0227,390,866,54,2026-07-07T17:17:32.613340
I00955,S039,P0324,430,160,54,2026-07-07T17:17:32.613340
I00956,S012,P0165,55,1530,75,2026-07-07T17:17:32.613340
I00957,S029,P0194,68,1405,86,2026-07-07T17:17:32.613340
I00958,S037,P0285,102,500,31,2026-07-07T17:17:32.613340
I00959,S017,P0252,224,1490,54,2026-07-07T17:17:32.613340
I00960,S019,P0116,103,1619,99,2026-07-07T17:17:32.613340
I00961,S011,P0223,416,1182,94,2026-07-07T17:17:32.613340
I00962,S013,P0045,298,149,41,2026-07-07T17:17:32.613340
I00963,S041,P0492,342,297,49,2026-07-07T17:17:32.613340
I00964,S014,P0018,414,387,25,2026-07-07T17:17:32.613340
I00965,S001,P0185,396,935,62,2026-07-07T17:17:32.613340
I00966,S037,P0280,442,247,72,2026-07-07T17:17:32.613340
I00967,S022,P0095,349,1594,59,2026-07-07T17:17:32.613340
I00968,S047,P0329,270,1116,77,2026-07-07T17:17:32.613340
I00969,S013,P0427,106,1268,65,2026-07-07T17:17:32.613340
I00970,S031,P0257,180,830,84,2026-07-07T17:17:32.613340
I00971,S040,P0461,286,1847,100,2026-07-07T17:17:32.613340
I00972,S009,P0411,34,998,60,2026-07-07T17:17:32.613340
I00973,S028,P0321,192,1889,53,2026-07-07T17:17:32.613340
I00974,S005,P0292,40,360,24,2026-07-07T17:17:32.613340
I00975,S034,P0153,51,341,28,2026-07-07T17:17:32.613340
I00976,S032,P0119,26,1331,42,2026-07-07T17:17:32.613340
I00977,S035,P0170,11,558,47,2026-07-07T17:17:32.613340
I00978,S019,P0473,424,614,47,2026-07-07T17:17:32.613340
I00979,S025,P0361,183,239,56,2026-07-07T17:17:32.613340
I00980,S011,P0496,147,253,45,2026-07-07T17:17:32.613340
I00981,S035,P0295,123,1847,60,2026-07-07T17:17:32.613340
I00982,S034,P0478,312,1124,30,2026-07-07T17:17:32.613340
I00983,S020,P0205,316,216,57,2026-07-07T17:17:32.613340
I00984,S035,P0358,456,327,56,2026-07-07T17:17:32.613340
I00985,S038,P0242,479,1978,84,2026-07-07T17:17:32.613340
I00986,S017,P0335,15,166,92,2026-07-07T17:17:32.613340
I00987,S022,P0216,133,510,91,2026-07-07T17:17:32.613340
I00988,S022,P0455,391,221,64,2026-07-07T17:17:32.613340
I00989,S009,P0105,280,1772,82,2026-07-07T17:17:32.613340
I00990,S047,P0169,473,1651,68,2026-07-07T17:17:32.613340
I00991,S043,P0468,449,227,61,2026-07-07T17:17:32.613340
I00992,S016,P0253,37,1749,55,2026-07-07T17:17:32.613340
I00993,S037,P0464,312,1539,68,2026-07-07T17:17:32.613340
I00994,S049,P0414,18,808,72,2026-07-07T17:17:32.613340
I00995,S005,P0487,213,1325,71,2026-07-07T17:17:32.613340
I00996,S048,P0314,475,265,96,2026-07-07T17:17:32.613340
I00997,S036,P0246,484,365,56,2026-07-07T17:17:32.613340
I00998,S018,P0371,21,313,63,2026-07-07T17:17:32.613340
I00999,S003,P0255,259,561,23,2026-07-07T17:17:32.613340
I01000,S042,P0180,220,1078,47,2026-07-07T17:17:32.613340
I01001,S020,P0401,435,1894,72,2026-07-07T17:17:32.613340
I01002,S015,P0011,476,213,80,2026-07-07T17:17:32.613340
I01003,S002,P0397,400,1761,56,2026-07-07T17:17:32.613340
I01004,S013,P0274,311,1861,64,2026-07-07T17:17:32.613340
I01005,S025,P0350,350,1611,100,2026-07-07T17:17:32.613340
I01006,S002,P0283,246,206,53,2026-07-07T17:17:32.613340
I01007,S025,P0393,193,1524,85,2026-07-07T17:17:32.613340
I01008,S009,P0221,359,974,66,2026-07-07T17:17:32.613340
I01009,S036,P0071,59,996,24,2026-07-07T17:17:32.613340
I01010,S008,P0460,315,1950,29,2026-07-07T17:17:32.613340
I01011,S024,P0181,99,802,59,2026-07-07T17:17:32.613340
I01012,S028,P0471,29,587,87,2026-07-07T17:17:32.613340
I01013,S015,P0048,301,120,83,2026-07-07T17:17:32.613340
I01014,S015,P0212,382,1641,59,2026-07-07T17:17:32.613340
I01015,S035,P0291,23,1742,66,2026-07-07T17:17:32.613340
I01016,S001,P0448,368,611,99,2026-07-07T17:17:32.613340
I01017,S004,P0040,29,359,77,2026-07-07T17:17:32.613340
I01018,S029,P0093,144,189,89,2026-07-07T17:17:32.613340
I01019,S021,P0180,308,1441,47,2026-07-07T17:17:32.613340
I01020,S016,P0150,66,1341,24,2026-07-07T17:17:32.613340
I01021,S026,P0246,336,350,56,2026-07-07T17:17:32.613340
I01022,S043,P0040,39,612,77,2026-07-07T17:17:32.613340
I01023,S035,P0106,253,1544,97,2026-07-07T17:17:32.613340
I01024,S048,P0417,182,1938,74,2026-07-07T17:17:32.613340
I01025,S015,P0228,365,719,86,2026-07-07T17:17:32.613340
I01026,S024,P0400,282,699,77,2026-07-07T17:17:32.613340
I01027,S042,P0126,269,1928,54,2026-07-07T17:17:32.613340
I01028,S018,P0164,357,1208,83,2026-07-07T17:17:32.613340
I01029,S033,P0054,27,809,94,2026-07-07T17:17:32.613340
I01030,S027,P0362,486,1373,82,2026-07-07T17:17:32.613340
I01031,S032,P0144,40,516,57,2026-07-07T17:17:32.613340
I01032,S009,P0431,499,1166,20,2026-07-07T17:17:32.613340
I01033,S015,P0157,379,1232,25,2026-07-07T17:17:32.613340
I01034,S014,P0063,190,1584,52,2026-07-07T17:17:32.613340
I01035,S010,P0019,500,581,22,2026-07-07T17:17:32.613340
I01036,S045,P0226,332,1665,32,2026-07-07T17:17:32.613340
I01037,S030,P0488,58,143,39,2026-07-07T17:17:32.613340
I01038,S032,P0429,17,653,44,2026-07-07T17:17:32.613340
I01039,S018,P0302,196,715,37,2026-07-07T17:17:32.613340
I01040,S006,P0031,142,1850,67,2026-07-07T17:17:32.613340
I01041,S040,P0197,253,138,95,2026-07-07T17:17:32.613340
I01042,S025,P0197,227,190,95,2026-07-07T17:17:32.613340
I01043,S015,P0106,194,477,97,2026-07-07T17:17:32.613340
I01044,S043,P0221,272,207,66,2026-07-07T17:17:32.613340
I01045,S043,P0157,16,1209,25,2026-07-07T17:17:32.613340
I01046,S049,P0179,479,153,83,2026-07-07T17:17:32.613340
I01047,S039,P0387,457,788,93,2026-07-07T17:17:32.613340
I01048,S017,P0415,385,1310,51,2026-07-07T17:17:32.613340
I01049,S014,P0388,14,798,86,2026-07-07T17:17:32.613340
I01050,S047,P0425,318,988,82,2026-07-07T17:17:32.613340
I01051,S028,P0401,373,1606,72,2026-07-07T17:17:32.613340
I01052,S049,P0030,413,323,65,2026-07-07T17:17:32.613340
I01053,S036,P0199,487,1577,65,2026-07-07T17:17:32.613340
I01054,S044,P0148,439,1195,63,2026-07-07T17:17:32.613340
I01055,S030,P0218,293,1572,83,2026-07-07T17:17:32.613340
I01056,S037,P0394,265,632,91,2026-07-07T17:17:32.613340
I01057,S011,P0492,195,1057,49,2026-07-07T17:17:32.613340
I01058,S048,P0474,121,370,30,2026-07-07T17:17:32.613340
I01059,S001,P0144,409,1497,57,2026-07-07T17:17:32.613340
I01060,S018,P0044,127,1679,69,2026-07-07T17:17:32.613340
I01061,S035,P0152,172,1269,41,2026-07-07T17:17:32.613340
I01062,S026,P0020,315,661,55,2026-07-07T17:17:32.613340
I01063,S024,P0138,337,613,53,2026-07-07T17:17:32.613340
I01064,S042,P0415,395,1345,51,2026-07-07T17:17:32.613340
I01065,S001,P0064,157,1264,62,2026-07-07T17:17:32.613340
I01066,S043,P0165,428,641,75,2026-07-07T17:17:32.613340
I01067,S012,P0228,236,135,86,2026-07-07T17:17:32.613340
I01068,S029,P0005,238,175,91,2026-07-07T17:17:32.613340
I01069,S023,P0246,326,1829,56,2026-07-07T17:17:32.613340
I01070,S036,P0112,209,219,98,2026-07-07T17:17:32.613340
I01071,S038,P0481,40,666,64,2026-07-07T17:17:32.613340
I01072,S040,P0283,160,231,53,2026-07-07T17:17:32.613340
I01073,S029,P0093,132,1668,89,2026-07-07T17:17:32.613340
I01074,S018,P0133,444,1113,43,2026-07-07T17:17:32.613340
I01075,S009,P0117,322,457,52,2026-07-07T17:17:32.613340
I01076,S010,P0447,316,1443,72,2026-07-07T17:17:32.613340
I01077,S004,P0120,58,1440,30,2026-07-07T17:17:32.613340
I01078,S003,P0095,350,1137,59,2026-07-07T17:17:32.613340
I01079,S029,P0297,162,185,53,2026-07-07T17:17:32.613340
I01080,S036,P0368,116,224,41,2026-07-07T17:17:32.613340
I01081,S046,P0133,499,627,43,2026-07-07T17:17:32.613340
I01082,S002,P0348,432,1856,58,2026-07-07T17:17:32.613340
I01083,S023,P0277,367,191,79,2026-07-07T17:17:32.613340
I01084,S039,P0121,179,323,76,2026-07-07T17:17:32.613340
I01085,S005,P0260,227,331,82,2026-07-07T17:17:32.613340
I01086,S033,P0040,121,517,77,2026-07-07T17:17:32.613340
I01087,S021,P0293,190,1798,66,2026-07-07T17:17:32.613340
I01088,S044,P0213,36,1414,76,2026-07-07T17:17:32.613340
I01089,S028,P0449,144,393,33,2026-07-07T17:17:32.613340
I01090,S002,P0168,310,1714,49,2026-07-07T17:17:32.613340
I01091,S024,P0172,499,935,27,2026-07-07T17:17:32.613340
I01092,S042,P0192,240,702,44,2026-07-07T17:17:32.613340
I01093,S040,P0016,82,854,68,2026-07-07T17:17:32.613340
I01094,S003,P0149,476,407,86,2026-07-07T17:17:32.613340
I01095,S038,P0014,54,1347,45,2026-07-07T17:17:32.613340
I01096,S014,P0414,160,1146,72,2026-07-07T17:17:32.613340
I01097,S046,P0400,379,1140,77,2026-07-07T17:17:32.613340
I01098,S038,P0365,176,540,82,2026-07-07T17:17:32.613340
I01099,S025,P0426,298,166,88,2026-07-07T17:17:32.613340
I01100,S043,P0372,76,880,73,2026-07-07T17:17:32.613340
I01101,S049,P0333,40,258,58,2026-07-07T17:17:32.613340
I01102,S015,P0290,257,1276,34,2026-07-07T17:17:32.613340
I01103,S041,P0281,375,956,50,2026-07-07T17:17:32.613340
I01104,S035,P0376,62,1835,39,2026-07-07T17:17:32.613340
I01105,S034,P0409,26,1343,52,2026-07-07T17:17:32.613340
I01106,S031,P0338,268,1165,81,2026-07-07T17:17:32.613340
I01107,S029,P0163,137,499,79,2026-07-07T17:17:32.613340
I01108,S037,P0151,466,599,36,2026-07-07T17:17:32.613340
I01109,S022,P0125,409,1672,32,2026-07-07T17:17:32.613340
I01110,S024,P0119,233,744,42,2026-07-07T17:17:32.613340
I01111,S048,P0498,59,1519,79,2026-07-07T17:17:32.613340
I01112,S016,P0228,375,1902,86,2026-07-07T17:17:32.613340
I01113,S027,P0186,40,820,79,2026-07-07T17:17:32.613340
I01114,S036,P0259,39,1973,24,2026-07-07T17:17:32.613340
I01115,S024,P0335,247,1339,92,2026-07-07T17:17:32.613340
I01116,S015,P0230,402,957,87,2026-07-07T17:17:32.613340
I01117,S015,P0292,423,1793,24,2026-07-07T17:17:32.613340
I01118,S009,P0474,275,601,30,2026-07-07T17:17:32.613340
I01119,S050,P0466,208,1480,36,2026-07-07T17:17:32.613340
I01120,S038,P0341,70,1340,65,2026-07-07T17:17:32.613340
I01121,S017,P0408,146,799,52,2026-07-07T17:17:32.613340
I01122,S021,P0061,41,936,79,2026-07-07T17:17:32.613340
I01123,S027,P0259,75,1279,24,2026-07-07T17:17:32.613340
I01124,S032,P0324,451,1682,54,2026-07-07T17:17:32.613340
I01125,S013,P0461,92,1894,100,2026-07-07T17:17:32.613340
I01126,S030,P0008,85,347,59,2026-07-07T17:17:32.613340
I01127,S027,P0135,391,1235,27,2026-07-07T17:17:32.613340
I01128,S046,P0477,240,1621,53,2026-07-07T17:17:32.613340
I01129,S007,P0065,445,169,62,2026-07-07T17:17:32.613340
I01130,S028,P0013,353,441,22,2026-07-07T17:17:32.613340
I01131,S005,P0068,263,1875,88,2026-07-07T17:17:32.613340
I01132,S034,P0471,198,1951,87,2026-07-07T17:17:32.613340
I01133,S028,P0182,65,923,78,2026-07-07T17:17:32.613340
I01134,S045,P0286,123,1558,35,2026-07-07T17:17:32.613340
I01135,S019,P0061,172,1937,79,2026-07-07T17:17:32.613340
I01136,S022,P0303,311,1362,73,2026-07-07T17:17:32.613340
I01137,S007,P0370,23,251,35,2026-07-07T17:17:32.613340
I01138,S048,P0472,181,1019,94,2026-07-07T17:17:32.613340
I01139,S027,P0323,230,1616,64,2026-07-07T17:17:32.613340
I01140,S028,P0149,387,1077,86,2026-07-07T17:17:32.613340
I01141,S045,P0069,375,475,55,2026-07-07T17:17:32.613340
I01142,S047,P0393,301,1976,85,2026-07-07T17:17:32.613340
I01143,S033,P0043,77,1934,35,2026-07-07T17:17:32.613340
I01144,S001,P0304,303,857,22,2026-07-07T17:17:32.613340
I01145,S044,P0333,232,876,58,2026-07-07T17:17:32.613340
I01146,S021,P0225,90,1141,57,2026-07-07T17:17:32.613340
I01147,S047,P0302,143,1683,37,2026-07-07T17:17:32.613340
I01148,S007,P0119,152,1110,42,2026-07-07T17:17:32.613340
I01149,S022,P0025,288,1160,87,2026-07-07T17:17:32.613340
I01150,S034,P0297,260,1828,53,2026-07-07T17:17:32.613340
I01151,S028,P0147,165,886,69,2026-07-07T17:17:32.613340
I01152,S021,P0388,91,393,86,2026-07-07T17:17:32.613340
I01153,S003,P0417,483,1604,74,2026-07-07T17:17:32.613340
I01154,S047,P0108,220,1163,50,2026-07-07T17:17:32.613340
I01155,S018,P0295,450,1360,60,2026-07-07T17:17:32.613340
I01156,S021,P0051,177,683,38,2026-07-07T17:17:32.613340
I01157,S011,P0061,147,660,79,2026-07-07T17:17:32.613340
I01158,S032,P0225,114,1913,57,2026-07-07T17:17:32.613340
I01159,S011,P0148,480,1979,63,2026-07-07T17:17:32.613340
I01160,S017,P0311,385,317,30,2026-07-07T17:17:32.613340
I01161,S015,P0342,142,388,79,2026-07-07T17:17:32.613340
I01162,S007,P0106,282,1817,97,2026-07-07T17:17:32.613340
I01163,S033,P0387,86,156,93,2026-07-07T17:17:32.613340
I01164,S039,P0463,20,1924,45,2026-07-07T17:17:32.613340
I01165,S035,P0276,409,499,90,2026-07-07T17:17:32.613340
I01166,S001,P0251,426,1784,49,2026-07-07T17:17:32.613340
I01167,S002,P0190,104,677,28,2026-07-07T17:17:32.613340
I01168,S037,P0219,374,1011,58,2026-07-07T17:17:32.613340
I01169,S034,P0065,425,1029,62,2026-07-07T17:17:32.613340
I01170,S019,P0471,56,1566,87,2026-07-07T17:17:32.613340
I01171,S046,P0471,432,345,87,2026-07-07T17:17:32.613340
I01172,S029,P0456,221,1110,80,2026-07-07T17:17:32.613340
I01173,S017,P0045,442,380,41,2026-07-07T17:17:32.613340
I01174,S018,P0375,342,338,63,2026-07-07T17:17:32.613340
I01175,S023,P0412,40,1624,50,2026-07-07T17:17:32.613340
I01176,S015,P0373,38,769,37,2026-07-07T17:17:32.613340
I01177,S011,P0260,171,665,82,2026-07-07T17:17:32.613340
I01178,S030,P0323,376,1150,64,2026-07-07T17:17:32.613340
I01179,S044,P0398,37,1547,25,2026-07-07T17:17:32.613340
I01180,S045,P0162,456,1993,87,2026-07-07T17:17:32.613340
I01181,S003,P0222,51,1544,80,2026-07-07T17:17:32.613340
I01182,S034,P0163,97,1823,79,2026-07-07T17:17:32.613340
I01183,S036,P0339,428,1897,74,2026-07-07T17:17:32.613340
I01184,S041,P0019,485,1399,22,2026-07-07T17:17:32.613340
I01185,S041,P0005,125,380,91,2026-07-07T17:17:32.613340
I01186,S038,P0193,446,550,33,2026-07-07T17:17:32.613340
I01187,S044,P0101,135,1062,65,2026-07-07T17:17:32.613340
I01188,S010,P0249,416,483,30,2026-07-07T17:17:32.613340
I01189,S047,P0255,144,369,23,2026-07-07T17:17:32.613340
I01190,S013,P0326,448,281,62,2026-07-07T17:17:32.613340
I01191,S034,P0439,370,1634,93,2026-07-07T17:17:32.613340
I01192,S014,P0002,222,237,70,2026-07-07T17:17:32.613340
I01193,S032,P0286,312,527,35,2026-07-07T17:17:32.613340
I01194,S046,P0092,19,956,63,2026-07-07T17:17:32.613340
I01195,S045,P0135,314,878,27,2026-07-07T17:17:32.613340
I01196,S041,P0299,120,1406,100,2026-07-07T17:17:32.613340
I01197,S023,P0248,271,1445,42,2026-07-07T17:17:32.613340
I01198,S012,P0450,153,1821,36,2026-07-07T17:17:32.613340
I01199,S015,P0449,149,1468,33,2026-07-07T17:17:32.613340
I01200,S032,P0251,407,1390,49,2026-07-07T17:17:32.613340
I01201,S026,P0307,182,1212,83,2026-07-07T17:17:32.613340
I01202,S031,P0152,49,548,41,2026-07-07T17:17:32.613340
I01203,S008,P0494,451,1936,73,2026-07-07T17:17:32.613340
I01204,S049,P0392,147,959,73,2026-07-07T17:17:32.613340
I01205,S029,P0167,126,1456,76,2026-07-07T17:17:32.613340
I01206,S028,P0060,90,1051,43,2026-07-07T17:17:32.613340
I01207,S021,P0339,58,811,74,2026-07-07T17:17:32.613340
I01208,S045,P0204,360,362,39,2026-07-07T17:17:32.613340
I01209,S050,P0452,247,1820,85,2026-07-07T17:17:32.613340
I01210,S032,P0308,210,1507,83,2026-07-07T17:17:32.613340
I01211,S016,P0015,148,648,54,2026-07-07T17:17:32.613340
I01212,S033,P0111,455,1842,51,2026-07-07T17:17:32.613340
I01213,S027,P0032,287,1680,24,2026-07-07T17:17:32.613340
I01214,S021,P0134,345,750,55,2026-07-07T17:17:32.613340
I01215,S027,P0201,414,1005,93,2026-07-07T17:17:32.613340
I01216,S028,P0205,133,1968,57,2026-07-07T17:17:32.613340
I01217,S004,P0138,248,1591,53,2026-07-07T17:17:32.613340
I01218,S015,P0174,325,1776,93,2026-07-07T17:17:32.613340
I01219,S003,P0158,229,939,20,2026-07-07T17:17:32.613340
I01220,S015,P0294,448,441,52,2026-07-07T17:17:32.613340
I01221,S035,P0106,399,1380,97,2026-07-07T17:17:32.613340
I01222,S008,P0486,495,1356,21,2026-07-07T17:17:32.613340
I01223,S040,P0169,66,1338,68,2026-07-07T17:17:32.613340
I01224,S035,P0011,486,1579,80,2026-07-07T17:17:32.613340
I01225,S002,P0411,194,284,60,2026-07-07T17:17:32.613340
I01226,S050,P0361,170,1968,56,2026-07-07T17:17:32.613340
I01227,S023,P0393,392,1232,85,2026-07-07T17:17:32.613340
I01228,S005,P0336,25,1162,75,2026-07-07T17:17:32.613340
I01229,S014,P0186,274,506,79,2026-07-07T17:17:32.613340
I01230,S011,P0430,274,910,66,2026-07-07T17:17:32.613340
I01231,S046,P0118,148,1741,34,2026-07-07T17:17:32.613340
I01232,S011,P0467,191,778,74,2026-07-07T17:17:32.613340
I01233,S027,P0111,283,1601,51,2026-07-07T17:17:32.613340
I01234,S016,P0482,6,173,85,2026-07-07T17:17:32.613340
I01235,S002,P0387,481,1178,93,2026-07-07T17:17:32.613340
I01236,S007,P0257,203,1720,84,2026-07-07T17:17:32.613340
I01237,S032,P0022,80,679,86,2026-07-07T17:17:32.613340
I01238,S020,P0013,117,1393,22,2026-07-07T17:17:32.613340
I01239,S050,P0353,126,169,70,2026-07-07T17:17:32.613340
I01240,S018,P0384,63,1765,67,2026-07-07T17:17:32.613340
I01241,S025,P0336,205,368,75,2026-07-07T17:17:32.613340
I01242,S048,P0449,138,1865,33,2026-07-07T17:17:32.613340
I01243,S006,P0040,37,1133,77,2026-07-07T17:17:32.613340
I01244,S047,P0361,390,1600,56,2026-07-07T17:17:32.613340
I01245,S027,P0011,7,1620,80,2026-07-07T17:17:32.613340
I01246,S035,P0310,470,410,50,2026-07-07T17:17:32.613340
I01247,S007,P0377,301,1723,90,2026-07-07T17:17:32.613340
